#Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	NCBI gene accession
ENSG00000136802	9	128882112	128918039	LRRC8A
ENSG00000154237	15	100919327	101078257	LRRK1
ENSG00000188906	12	40196744	40369285	LRRK2
ENSG00000162951	2	80288351	80304752	LRRTM1
ENSG00000148356	9	127451486	127503501	LRSAM1
ENSG00000090006	19	40592883	40629818	LTBP4
ENSG00000079257	3	158645822	158672648	LXN
ENSG00000154589	8	73991392	74029079	LY96
ENSG00000214113	6	5102593	5260939	LYRM4
ENSG00000186687	5	131170944	131205428	LYRM7
ENSG00000163818	3	45823316	45916042	LZTFL1
ENSG00000099949	22	20982269	20999032	LZTR1
ENSG00000061337	8	20246165	20303963	LZTS1
ENSG00000107816	10	100996618	101007836	LZTS2
ENSG00000181541	4	150582151	150584693	MAB21L2
ENSG00000172264	20	13995369	16053197	MACROD2
ENSG00000002822	7	1815793	2233243	MAD1L1
ENSG00000099866	19	489176	505343	MADCAM1
ENSG00000204103	20	40685848	40689236	MAFB
ENSG00000155495141903894	141909374	MAGEC1
ENSG00000046774142202342	142205290	MAGEC2
ENSG00000254585	15	23643549	23647867	MAGEL2
ENSG00000151276	3	65353525	66038834	MAGI1
ENSG00000282956	CHR_HG2235_PATCH	65353525	66038834	MAGI1
ENSG00000187391	7	78017055	79453667	MAGI2
ENSG0000010215877826364	77895593	MAGT1
ENSG00000251562	11	65497688	65506516	MALAT1
ENSG00000172175	18	58671465	58754477	MALT1
ENSG00000196782	4	139716753	140154184	MAML3
ENSG00000013619150361422	150514178	MAMLD1
ENSG00000177239	9	137086985	137109183	MAN1B1
ENSG00000169032	15	66386817	66492312	MAP2K1
ENSG00000126934	19	4090321	4124129	MAP2K2
ENSG00000065559	17	12020829	12143830	MAP2K4
ENSG00000137764	15	67542703	67807117	MAP2K5
ENSG00000076984	19	7903843	7914478	MAP2K7
ENSG00000135341	6	90513573	90587072	MAP3K7
ENSG00000100030	22	21754500	21867680	MAPK1
ENSG00000109339	4	85990007	86594625	MAPK10
ENSG00000102882	16	30114105	30123506	MAPK3
ENSG00000107643	10	48306639	48439360	MAPK8
ENSG00000121653	11	45885651	45906465	MAPK8IP1
ENSG00000166974	18	34976928	35143470	MAPRE2
ENSG00000247626	2	197705369	197708395	MARS2
ENSG00000274671	CHR_HSCHR5_2_CTG1_1	69415353	69444141	MARVELD2
ENSG00000152939	5	69415065	69444330	MARVELD2
ENSG00000127241	3	187217285	187292022	MASP1
ENSG00000120539	10	27154824	27186924	MASTL
ENSG00000015479	5	139293674	139331677	MATR3
ENSG00000280987	5	139273752	139331671	MATR3
ENSG00000134046	18	54151606	54224669	MBD2
ENSG00000204406	2	148021011	148516971	MBD5
ENSG00000140943	16	84053761	84116942	MBTPS1
ENSG0000001217421839617	21885423	MBTPS2
ENSG00000100294	22	43132209	43143398	MCAT
ENSG00000078070	3	183015218	183116075	MCCC1
ENSG00000281742	CHR_HSCHR5_1_CTG1_1	70912599	70929779	MCCC2
ENSG00000131844	5	71587288	71658706	MCCC2
ENSG00000275300	CHR_HSCHR5_2_CTG1_1	70802600	70819771	MCCC2
ENSG00000180398	2	46901870	46941855	MCFD2
ENSG00000152034	6	99918519	99994247	MCHR2
ENSG00000234602	5	55219564	55227315	MCIDAS
ENSG00000090674	19	7522624	7534009	MCOLN1
ENSG00000147316	8	6406596	6648508	MCPH1
ENSG00000285262	CHR_HG76_PATCH	6406596	6648508	MCPH1
ENSG00000187778	12	49556544	49568145	MCRS1
ENSG00000140563	15	94231538	94483952	MCTP2
ENSG00000112139	6	37630679	37699306	MDGA1
ENSG0000018463471118556	71142454	MED12
ENSG00000123066	12	115953872	116277719	MED13L
ENSG0000018018240648305	40735858	MED14
ENSG00000099917	22	20495913	20587632	MED15
ENSG00000042429	11	93784227	93814963	MED17
ENSG00000112282	6	131573966	131628242	MED23
ENSG00000104973	19	49818279	49840383	MED25
ENSG00000118579	4	17614641	17634105	MED28
ENSG00000145794	5	127290796	127465737	MEGF10
ENSG00000152595	4	87821411	87846817	MEPE
ENSG00000153208	2	111898607	112029561	MERTK
ENSG00000188095	15	89760591	89778754	MESP2
ENSG00000181038	17	76726830	76733936	METTL23
ENSG00000197614	12	8637346	8662888	MFAP5
ENSG00000116688	1	11980181	12013514	MFN2
ENSG00000235718	11	119338942	119346705	MFRP
ENSG00000168389	1	39955112	39969968	MFSD2A
ENSG00000164073	4	127917732	127966034	MFSD8
ENSG00000074416	3	127689062	128052190	MGLL
ENSG00000125871	20	17969018	17991122	MGME1
ENSG00000261857	19	40771648	40777490	MIA
ENSG00000154305	1	222618097	222668007	MIA3
ENSG00000101752	18	21704957	21870957	MIB1
ENSG00000231225	CHR_HSCHR6_MHC_SSTO_CTG1	31393526	31409981	MICA
ENSG00000235233	CHR_HSCHR6_MHC_MANN_CTG1	31442784	31459233	MICA
ENSG00000183214	CHR_HSCHR6_MHC_QBL_CTG1	31389818	31406373	MICA
ENSG00000204520	6	31399784	31415315	MICA
ENSG00000233051	CHR_HSCHR6_MHC_COX_CTG1	31390270	31406729	MICA
ENSG00000107745	10	72367327	72626191	MICU1
ENSG00000208036	7	100093993	100094074	MIR106B
ENSG00000198997	10	89592747	89592827	MIR107
ENSG00000284440	18	58451074	58451158	MIR122
ENSG00000207608	14	100882979	100883075	MIR127
ENSG00000284202	1	98046070	98046171	MIR137
ENSG00000284182	5	149428918	149429023	MIR143
ENSG00000283819	17	28861533	28861618	MIR144
ENSG00000276365	5	149430646	149430733	MIR145
ENSG00000199122	12	54337216	54337314	MIR148B
ENSG00000207947	17	48037161	48037247	MIR152
ENSG00000283904	21	25573980	25574044	MIR155
ENSG00000284536	13	91350605	91350688	MIR17
ENSG00000208023	22	20033139	20033220	MIR185
ENSG00000207614	17	31559996	31560083	MIR193A
ENSG00000284112	17	7017615	7017701	MIR195
ENSG00000207730	1	1167104	1167198	MIR200B
ENSG00000207713	12	6963699	6963766	MIR200C
ENSG00000207568	14	104117405	104117514	MIR203A
ENSG00000207935	9	70809975	70810084	MIR204
ENSG00000284485	1	209432133	209432242	MIR205
ENSG00000207604	6	52144349	52144434	MIR206
ENSG00000284043134169809	134169877	MIR20B
ENSG00000284190	17	59841266	59841337	MIR21
ENSG00000267195	17	2050271	2050380	MIR212
ENSG00000283844	1	172138798	172138907	MIR214
ENSG00000207798	2	55988950	55989059	MIR216A
ENSG00000207732	4	20528275	20528384	MIR218-1
ENSG00000283824	17	1713903	1713987	MIR22
ENSG0000020772545747015	45747124	MIR222
ENSG00000284032	7	130876747	130876810	MIR29A
ENSG00000207827	6	71403551	71403621	MIR30A
ENSG00000198974	1	40754355	40754446	MIR30E
ENSG00000199177	9	21512115	21512185	MIR31
ENSG00000284357	1	9151668	9151777	MIR34A
ENSG00000207811	11	111512938	111513021	MIR34B
ENSG00000207562	11	111513439	111513515	MIR34C
ENSG00000199092	14	101065912	101065991	MIR410
ENSG00000283935	17	30117079	30117172	MIR423
ENSG00000172965	2	111006015	111523376	MIR4435-2HG
ENSG00000207805	11	2134134	2134209	MIR483
ENSG00000207656	7	93483936	93484019	MIR489
ENSG00000207571	12	54033950	54034045	MIR615
ENSG00000207638	21	16539089	16539169	MIR99A
ENSG00000207550	19	51692612	51692681	MIR99B
ENSG00000125863	20	10401009	10434222	MKKS
ENSG00000179455	15	23565674	23630075	MKRN3
ENSG00000011143	17	58205441	58219605	MKS1
ENSG00000100427	22	50059391	50085902	MLC1
ENSG00000119684	14	75013764	75051532	MLH3
ENSG00000078403	10	21524646	21743630	MLLT10
ENSG00000108788	17	42567068	42573239	MLX
ENSG00000009950	7	73593194	73624543	MLXIPL
ENSG00000103150	16	83899115	83951445	MLYCD
ENSG00000139428	12	109553715	109573580	MMAB
ENSG00000132763	1	45500300	45513382	MMACHC
ENSG00000142606	1	2590639	2633016	MMEL1
ENSG00000277131	CHR_HSCHR1_1_CTG3	2590639	2632987	MMEL1
ENSG00000137674	11	102576832	102625332	MMP20
ENSG00000154485	10	125753580	125775821	MMP21
ENSG00000167346	11	4704927	4992429	MMP26
ENSG00000075643	18	36187497	36272157	MOCOS
ENSG00000115275	2	74461057	74465410	MOGS
ENSG00000080823	14	102224500	102305190	MOK
ENSG00000114487	3	108958248	109118134	MORC1
ENSG00000133422	22	30925130	30968774	MORC2
ENSG00000143158	1	167916675	167937072	MPC2
ENSG00000129255	17	7583529	7592789	MPDU1
ENSG00000107186	9	13105704	13279590	MPDZ
ENSG00000168303	7	40126027	40134622	MPLKIP
ENSG00000154889	18	11882622	11908366	MPPE1
ENSG00000197965	1	167721192	167791919	MPZL1
ENSG00000115364	2	75646783	75690851	MRPL19
ENSG00000114686	3	131462212	131502983	MRPL3
ENSG00000175110	3	139005806	139357223	MRPS22
ENSG00000110079	11	60185702	60317944	MS4A4A
ENSG00000102854	16	760734	768865	MSLN
ENSG00000198736	16	1938210	1943326	MSRB1
ENSG00000174099	12	65278643	65491430	MSRB3
ENSG00000166343	10	73423579	73433561	MSS51
ENSG00000182979	14	105419820	105470729	MTA1
ENSG00000109919	11	47617315	47642607	MTCH2
ENSG00000285121	CHR_HG2114_PATCH	47617315	47647147	MTCH2
ENSG00000147649	8	97644184	97730260	MTDH
ENSG00000163719	3	9649433	9702393	MTMR14
ENSG00000087053	11	95832882	95925315	MTMR2
ENSG00000100330	22	29883155	30030866	MTMR3
ENSG00000135297	6	73461578	73509236	MTO1
ENSG00000170873	8	124550790	124728429	MTSS1
ENSG00000129422	8	17643795	17800917	MTUS1
ENSG00000181143	19	8848844	8981342	MUC16
ENSG00000117983	11	1223066	1262172	MUC5B
ENSG00000232251	CHR_HSCHR6_MHC_DBB_CTG1	30931715	30944934	MUCL3
ENSG00000229284	CHR_HSCHR6_MHC_QBL_CTG1	30930561	30943780	MUCL3
ENSG00000257232	CHR_HSCHR6_MHC_MCF_CTG1	31019512	31029672	MUCL3
ENSG00000168631	6	30934523	30954221	MUCL3
ENSG00000232308	CHR_HSCHR6_MHC_COX_CTG1	30930703	30943914	MUCL3
ENSG000001018253308565	3346652	MXRA5
ENSG00000132382	17	4538897	4555631	MYBBP1A
ENSG00000276480	CHR_HSCHR16_1_CTG1	15788326	15942169	MYH11
ENSG00000133392	16	15703135	15857028	MYH11
ENSG00000105357	19	50188186	50310542	MYH14
ENSG00000197616	14	23381982	23408273	MYH6
ENSG00000092054	14	23412740	23435660	MYH7
ENSG00000133020	17	10390322	10421950	MYH8
ENSG00000100345	22	36281277	36388067	MYH9
ENSG00000111245	12	110910819	110921443	MYL2
ENSG00000160808	3	46835111	46882172	MYL3
ENSG00000198336	17	47200446	47223679	MYL4
ENSG00000106631	7	44138864	44141332	MYL7
ENSG00000007944	6	16129086	16148248	MYLIP
ENSG00000065534	3	123610049	123884331	MYLK
ENSG00000091536	17	18108706	18179802	MYO15A
ENSG00000041515	13	108596152	109208005	MYO16
ENSG00000133454	22	25742144	26031041	MYO18B
ENSG00000176658	17	32492522	32877177	MYO1D
ENSG00000157483	15	59132434	59372871	MYO1E
ENSG00000197535	15	52307283	52529050	MYO5A
ENSG00000167306	18	49822789	50195147	MYO5B
ENSG00000137474	11	77128246	77215241	MYO7A
ENSG00000099331	19	17075781	17214537	MYO9B
ENSG00000034971	1	171635417	171652688	MYOC
ENSG00000129152	11	17719571	17722136	MYOD1
ENSG00000120729	5	137867858	137887851	MYOT
ENSG00000172399	4	119135784	119187789	MYOZ2
ENSG00000138347	10	68106117	68212017	MYPN
ENSG00000186487	2	1789113	2331664	MYT1L
ENSG00000102030153929225	153935080	NAA10
ENSG00000164134	4	139301505	139420033	NAA15
ENSG00000111300	12	112026689	112108796	NAA25
ENSG00000166886	12	57089043	57095476	NAB2
ENSG00000173559	2	191678068	191696664	NABP1
ENSG00000198951	22	42058334	42070842	NAGA
ENSG00000108784	17	42536241	42544449	NAGLU
ENSG00000161653	17	44004622	44009068	NAGS
ENSG00000276068	CHR_HSCHR5_1_CTG1_1	70312214	70368830	NAIP
ENSG00000249437	5	70968483	71025114	NAIP
ENSG00000278613	CHR_HSCHR5_2_CTG1_1	69602550	69659159	NAIP
ENSG00000102452	13	101053776	101416508	NALCN
ENSG00000105835	7	106248298	106286326	NAMPT
ENSG00000111704	12	7787794	7799146	NANOG
ENSG00000205531	11	2944431	2992377	NAP1L4
ENSG00000273562	CHR_HSCHR11_1_CTG7	2943292	2991260	NAP1L4
ENSG00000134265	18	10525905	10552764	NAPG
ENSG00000137513	11	78435968	78574874	NARS2
ENSG00000134369	1	201622885	201826969	NAV1
ENSG00000166833	11	19350724	20121601	NAV2
ENSG00000151779	2	15166914	15561334	NBAS
ENSG00000172915	13	34942287	35673022	NBEA
ENSG00000160796	3	46979666	47009704	NBEAL2
ENSG00000104320	8	89933336	90003228	NBN
ENSG00000149294	11	112961247	113278436	NCAM1
ENSG00000158517	7	74773962	74789376	NCF1
ENSG00000116701	1	183555563	183590876	NCF2
ENSG00000100365	22	36860988	36878017	NCF4
ENSG00000275990	CHR_HSCHR22_1_CTG5	36860995	36880544	NCF4
ENSG00000176771	2	132671788	133568463	NCKAP5
ENSG00000084676	2	24491914	24770702	NCOA1
ENSG00000140396	8	70109782	70403808	NCOA2
ENSG00000124151	20	47501887	47656877	NCOA3
ENSG00000266412	10	46005088	46030714	NCOA4
ENSG00000198646	20	34689097	34825651	NCOA6
ENSG00000141027	17	16029157	16218185	NCOR1
ENSG00000196498	12	124324415	124567589	NCOR2
ENSG00000206430	CHR_HSCHR6_MHC_QBL_CTG1	31579125	31583213	NCR3
ENSG00000237103	CHR_HSCHR6_MHC_DBB_CTG1	31571039	31575129	NCR3
ENSG00000223833	CHR_HSCHR6_MHC_SSTO_CTG1	31579641	31583730	NCR3
ENSG00000204475	6	31588895	31593006	NCR3
ENSG00000237808	CHR_HSCHR6_MHC_COX_CTG1	31576297	31580387	NCR3
ENSG00000236315	CHR_HSCHR6_MHC_APD_CTG1	31655881	31659971	NCR3
ENSG00000236979	CHR_HSCHR6_MHC_MANN_CTG1	31628343	31632433	NCR3
ENSG00000225211	CHR_HSCHR6_MHC_MCF_CTG1	31665195	31669285	NCR3
ENSG00000107130	9	130172404	130237303	NCS1
ENSG00000162736	1	160343316	160358952	NCSTN
ENSG00000275911	CHR_HSCHR16_1_CTG1	15728421	15811507	NDE1
ENSG00000072864	16	15643267	15726353	NDE1
ENSG00000166579	17	8413131	8490411	NDEL1
ENSG00000182636	15	23685400	23687305	NDN
ENSG0000012447943948776	43973395	NDP
ENSG00000104419	8	133237171	133302022	NDRG1
ENSG00000165795	14	21016763	21070872	NDRG2
ENSG00000164100	4	118033618	118258634	NDST3
ENSG00000130414	2	239892450	240025345	NDUFA10
ENSG00000184752	12	94897055	95003748	NDUFA12
ENSG00000131495	5	140638740	140647785	NDUFA2
ENSG00000137806	15	41387353	41402519	NDUFAF1
ENSG00000164182	5	60945205	61153026	NDUFAF2
ENSG00000178057	3	49020459	49023495	NDUFAF3
ENSG00000123545	6	96889315	96897891	NDUFAF4
ENSG00000101247	20	13785007	13821580	NDUFAF5
ENSG00000156170	8	94895767	95116455	NDUFAF6
ENSG0000014712347142216	47145504	NDUFB11
ENSG00000023228	2	206114817	206159509	NDUFS1
ENSG00000283447	CHR_HSCHR2_6_CTG7_2	206114817	206159509	NDUFS1
ENSG00000158864	1	161197104	161214395	NDUFS2
ENSG00000213619	11	47565336	47584562	NDUFS3
ENSG00000285387	CHR_HG2114_PATCH	47565336	47584562	NDUFS3
ENSG00000164258	5	53560633	53683338	NDUFS4
ENSG00000145494	5	1801400	1816605	NDUFS6
ENSG00000115286	19	1383527	1395589	NDUFS7
ENSG00000110717	11	68030617	68036644	NDUFS8
ENSG00000167792	11	67605653	67612554	NDUFV1
ENSG00000178127	18	9102630	9134345	NDUFV2
ENSG00000160194	21	42879644	42913304	NDUFV3
ENSG00000245532	11	65422774	65445540	NEAT1
ENSG00000183091	2	151485336	151734487	NEB
ENSG00000078114	10	20779973	21174187	NEBL
ENSG00000089818	12	8076939	8097881	NECAP1
ENSG00000110400	11	119623408	119729200	NECTIN1
ENSG00000143217	1	161070998	161089558	NECTIN4
ENSG00000069869	15	55826922	55993746	NEDD4
ENSG00000049759	18	58044226	58401540	NEDD4L
ENSG00000100285	22	29480218	29491390	NEFH
ENSG00000277586	8	24950955	24957110	NEFL
ENSG00000104722	8	24913758	24919098	NEFM
ENSG00000172260	1	71395943	72282539	NEGR1
ENSG00000140398	15	75346955	75357115	NEIL1
ENSG00000137601	4	169392857	169612629	NEK1
ENSG00000117650	1	211658657	211675630	NEK2
ENSG00000114904	3	52708444	52770946	NEK4
ENSG00000160602	17	28725897	28743455	NEK8
ENSG00000165973	11	20669551	21575686	NELL1
ENSG00000173848	10	5412557	5459056	NET1
ENSG00000234343	CHR_HSCHR6_MHC_DBB_CTG1	31839844	31845091	NEU1
ENSG00000228691	CHR_HSCHR6_MHC_APD_CTG1	31924682	31929929	NEU1
ENSG00000204386	6	31857659	31862822	NEU1
ENSG00000234846	CHR_HSCHR6_MHC_SSTO_CTG1	31850351	31855624	NEU1
ENSG00000227315	CHR_HSCHR6_MHC_COX_CTG1	31845195	31850443	NEU1
ENSG00000227129	CHR_HSCHR6_MHC_MCF_CTG1	31934136	31939383	NEU1
ENSG00000223957	CHR_HSCHR6_MHC_MANN_CTG1	31897282	31902529	NEU1
ENSG00000184494	CHR_HSCHR6_MHC_QBL_CTG1	31848038	31853285	NEU1
ENSG00000107954	10	103493979	103592552	NEURL1
ENSG00000162992	2	181673088	181680876	NEUROD1
ENSG00000171532	17	39603536	39609777	NEUROD2
ENSG00000181965	5	135534282	135535964	NEUROG1
ENSG00000122859	10	69571698	69573422	NEUROG3
ENSG00000162614	1	77888513	77943895	NEXN
ENSG00000196712	17	31094927	31382116	NF1
ENSG00000186575	22	29603556	29698598	NF2
ENSG00000163531	1	204828651	205022822	NFASC
ENSG00000116044	2	177227595	177392697	NFE2L2
ENSG00000147862	9	14081843	14398983	NFIB
ENSG00000008441	19	12995608	13098796	NFIX
ENSG00000109320	4	102501331	102617302	NFKB1
ENSG00000077150	10	102394110	102402524	NFKB2
ENSG00000100906	14	35401511	35404749	NFKBIA
ENSG00000146232	6	44258166	44265788	NFKBIE
ENSG00000204498	6	31546870	31558829	NFKBIL1
ENSG00000206440	CHR_HSCHR6_MHC_QBL_CTG1	31537129	31549080	NFKBIL1
ENSG00000236196	CHR_HSCHR6_MHC_DBB_CTG1	31529043	31540993	NFKBIL1
ENSG00000234530	CHR_HSCHR6_MHC_COX_CTG1	31534315	31546261	NFKBIL1
ENSG00000236346	CHR_HSCHR6_MHC_SSTO_CTG1	31537619	31549575	NFKBIL1
ENSG00000227565	CHR_HSCHR6_MHC_MANN_CTG1	31586326	31598283	NFKBIL1
ENSG00000235125	CHR_HSCHR6_MHC_MCF_CTG1	31623212	31635161	NFKBIL1
ENSG00000169599	2	69395750	69437628	NFU1
ENSG00000134259	1	115285917	115338249	NGF
ENSG00000064300	17	49495293	49515008	NGFR
ENSG00000187736	2	219075317	219160865	NHEJ1
ENSG00000177551	1	115836377	115843917	NHLH2
ENSG00000187566	6	18120440	18122677	NHLRC1
ENSG00000145912	5	178149460	178153967	NHP2
ENSG0000018815817375420	17735994	NHS
ENSG00000170113	15	22773063	22829789	NIPA1
ENSG00000172548	5	157460019	157474717	NIPAL4
ENSG00000164190	5	36876769	37066413	NIPBL
ENSG00000084628	1	31179745	31239887	NKAIN1
ENSG00000188580	6	123803865	124825640	NKAIN2
ENSG00000189134	6	28259297	28260958	NKAPL
ENSG00000136352	14	36516392	36521149	NKX2-1
ENSG00000119919	10	99532942	99536524	NKX2-3
ENSG00000167034	8	23678697	23682938	NKX3-1
ENSG00000148826	10	132783179	132786147	NKX6-2
ENSG00000169760	3	173396284	174286644	NLGN1
ENSG00000169992	17	7404874	7419860	NLGN2
ENSG00000283859	CHR_HG2046_PATCH	7404874	7419860	NLGN2
ENSG0000019633871144831	71171201	NLGN3
ENSG000001469385840637	6228867	NLGN4X
ENSG00000091106	2	32224453	32265732	NLRC4
ENSG00000091592	17	5499427	5619424	NLRP1
ENSG00000162711	1	247416156	247449108	NLRP3
ENSG00000274571	CHR_HSCHR19_4_CTG3_1	54931624	54974427	NLRP7
ENSG00000167634	19	54923509	54966312	NLRP7
ENSG00000274174	CHR_HSCHR19LRC_COX2_CTG3_1	54594345	54618340	NLRP7
ENSG00000278173	CHR_HSCHR19LRC_PGF1_CTG3_1	54853492	54877496	NLRP7
ENSG00000277776	CHR_HSCHR19LRC_LRC_S_CTG3_1	54931214	54955210	NLRP7
ENSG00000277179	CHR_HSCHR19LRC_LRC_I_CTG3_1	54929128	54953124	NLRP7
ENSG00000276804	CHR_HSCHR19LRC_LRC_J_CTG3_1	54956665	54980661	NLRP7
ENSG00000275483	CHR_HSCHR19LRC_PGF2_CTG3_1	54661303	54685299	NLRP7
ENSG00000277071	CHR_HSCHR19LRC_LRC_T_CTG3_1	54867507	54891503	NLRP7
ENSG00000277786	CHR_HSCHR19LRC_COX1_CTG3_1	54852540	54876536	NLRP7
ENSG00000135577	6	142058330	142088799	NMBR
ENSG00000239672	17	51153536	51162428	NME1
ENSG00000243678	17	51165435	51171747	NME2
ENSG00000086288	7	37848597	37900397	NME8
ENSG00000173614	1	9943428	9985501	NMNAT1
ENSG00000132911	5	152391532	152433368	NMUR2
ENSG00000053438	20	37521206	37523690	NNAT
ENSG00000166741	11	114257787	114313285	NNMT
ENSG00000167207	16	50693588	50734041	NOD2
ENSG00000156574	10	70431936	70447951	NODAL
ENSG00000183691	17	56593699	56595611	NOG
ENSG00000140939	16	67170154	67175735	NOL3
ENSG0000014714071283192	71301168	NONO
ENSG00000182117	15	34341713	34343177	NOP10
ENSG00000101361	20	2652593	2658393	NOP56
ENSG00000260032	20	36045618	36051018	NORAD
ENSG00000089250	12	117208142	117452170	NOS1
ENSG00000198929	1	162069691	162370475	NOS1AP
ENSG00000007171	17	27756766	27800529	NOS2
ENSG00000164867	7	150991017	151014588	NOS3
ENSG00000148400	9	136494433	136546048	NOTCH1
ENSG00000134250	1	119911553	120100779	NOTCH2
ENSG00000074181	19	15159038	15200995	NOTCH3
ENSG00000234876	CHR_HSCHR6_MHC_SSTO_CTG1	32202513	32231740	NOTCH4
ENSG00000204301	6	32194843	32224067	NOTCH4
ENSG00000238196	CHR_HSCHR6_MHC_APD_CTG1	32261849	32271406	NOTCH4
ENSG00000223355	CHR_HSCHR6_MHC_MCF_CTG1	32271266	32300513	NOTCH4
ENSG00000206312	CHR_HSCHR6_MHC_QBL_CTG1	32152449	32181676	NOTCH4
ENSG00000232339	CHR_HSCHR6_MHC_MANN_CTG1	32234228	32263476	NOTCH4
ENSG00000235396	CHR_HSCHR6_MHC_COX_CTG1	32143311	32172533	NOTCH4
ENSG00000007952100843324	100874359	NOX1
ENSG00000086991	11	89324353	89498187	NOX4
ENSG00000185823	15	24675704	24683393	NPAP1
ENSG00000130751	19	47019837	47045775	NPAS1
ENSG00000170485	2	100820139	100996829	NPAS2
ENSG00000151322	14	32934933	33804176	NPAS3
ENSG00000174576	11	66421004	66426707	NPAS4
ENSG00000141458	18	23506184	23586506	NPC1
ENSG00000119655	14	74476192	74494177	NPC2
ENSG00000144061	2	110122311	110205066	NPHP1
ENSG00000113971	3	132680609	132722414	NPHP3
ENSG00000131697	1	5862811	5992473	NPHP4
ENSG00000161270	19	35825964	35869287	NPHS1
ENSG00000116218	1	179550539	179575952	NPHS2
ENSG00000181163	5	171387116	171411137	NPM1
ENSG00000175206	1	11845709	11848345	NPPA
ENSG00000120937	1	11857464	11858945	NPPB
ENSG00000169418	1	153678688	153693992	NPR1
ENSG00000159899	9	35792154	35809732	NPR2
ENSG00000214285	10	127549369	127552639	NPS
ENSG00000187258	7	34658218	34878332	NPSR1
ENSG00000156642	15	73560014	73634134	NPTN
ENSG00000122585	7	24284188	24291862	NPY
ENSG00000164128	4	163323962	163344832	NPY1R
ENSG00000185149	4	155208636	155217078	NPY2R
ENSG00000164129	4	163343892	163351934	NPY5R
ENSG00000124588	6	2987987	3028869	NQO2
ENSG00000131910	1	26911489	26913975	NR0B2
ENSG00000126368	17	40092793	40100589	NR1D1
ENSG00000131408	19	50329653	50383388	NR1H2
ENSG00000025434	11	47248300	47269033	NR1H3
ENSG00000012504	12	100473708	100564414	NR1H4
ENSG00000144852	3	119780484	119818485	NR1I2
ENSG00000143257	1	161229666	161238302	NR1I3
ENSG00000112333	6	108166058	108188809	NR2E1
ENSG00000278570	15	71792638	71818259	NR2E3
ENSG00000175745	5	93583222	93594611	NR2F1
ENSG00000185551	15	96325938	96340263	NR2F2
ENSG00000153234	2	156324437	156342348	NR4A2
ENSG00000119508	9	99821855	99866891	NR4A3
ENSG00000213281	1	114704469	114716771	NRAS
ENSG00000091129	7	108147623	108456717	NRCAM
ENSG00000078618	1	51789191	51878937	NRDC
ENSG00000154146	11	124739942	124747210	NRGN
ENSG00000180530	21	14961235	15065936	NRIP1
ENSG00000124785	6	5997999	6007605	NRN1
ENSG00000099250	10	33177492	33336262	NRP1
ENSG00000118257	2	205681990	205798133	NRP2
ENSG00000171119	19	5823802	5828324	NRTN
ENSG00000179915	2	49918503	51225575	NRXN1
ENSG00000110076	11	64606174	64723197	NRXN2
